店铺名称,店铺具体地址,店铺具体坐标.纬度,店铺具体坐标.经度,店铺所在地区,店铺所在城市,店铺所在省份,店铺类别
武汉轻工大学金银湖校区篮球场,内环路与积学路交叉口北120米,30.653567,114.223339,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;篮球场馆
露天游泳池,美联奥林匹克花园一期,30.652765,114.235028,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;游泳馆
武汉轻工大学金银湖校区篮球场,内环路与积学路交叉口北100米,30.653458,114.222923,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;篮球场馆
红鼎棋牌,马池中路与马池西路交叉口西约140米,30.656697,114.220699,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
美联奥林匹克花园运动城-桌球馆,常青北路美联奥林匹克花园,30.651455,114.233935,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;台球厅
武汉市东西湖区狼道搏击培训学校,金银潭马池路都市假日南门综合楼一101,30.650515,114.230108,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;运动场所
新式棋牌室,奥园东路美联奥林匹克花园-二期,30.654218,114.237773,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
美联·奥林匹克花园运动城,美联奥林匹克花园运动城,30.650974,114.234083,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;羽毛球场
如家棋牌,奥园路美联奥林匹克花园,30.655053,114.238959,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
和天下棋牌,碧水南路与奥园东路交叉口东南40米,30.655288,114.238998,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
清悦体育馆,航天银湖湾37栋一单元,30.649152,114.227209,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;综合体育馆
KIDS PARK(永旺梦乐城店),金银潭大道与康居四路交叉口西北200米,30.65041,114.236745,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;娱乐场所
大菲尔健身工作室,金银潭美联奥林匹克花园2期23栋3004室,30.652739,114.239116,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
CGV影城(武汉永旺梦乐城),将军路街办事处金银潭大道1号武汉永旺梦乐城3F层301,30.650164,114.236365,东西湖区,武汉市,湖北省,体育休闲服务;影剧院;电影院
菲尼克斯健身(永旺梦乐城),金银潭大道1号永旺梦乐城2F层201d,30.650023,114.236669,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
莫莉游育运动馆(永旺梦乐城金银潭店),永旺梦乐城金银潭购物中心3层,30.650375,114.237519,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
小象动物公园(永旺金银潭店),金银潭大道1号永旺梦乐城武汉金银潭店3F层,30.650499,114.237801,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
v+游泳健身(金银潭永旺店),金银潭大道1号永旺梦乐城2楼,30.650262,114.23782,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
星晖格斗体能(金银潭永旺店),金银潭大道1号永旺梦乐城购物中心3楼303,30.650294,114.237913,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;综合体育馆
卡通尼乐园(永旺梦乐城金银潭店),金银潭大道1号永旺梦乐城武汉金银潭店4F层,30.649825,114.237348,东西湖区,武汉市,湖北省,体育休闲服务;休闲场所;游乐场
奔奔卡叮(永旺梦乐城店),永旺梦乐城武汉金银潭403,30.649637,114.237416,东西湖区,武汉市,湖北省,体育休闲服务;休闲场所;游乐场
Fun Forward(武汉金银潭永旺店),金银潭大道1号永旺梦乐城武汉金银潭店4F层,30.650757,114.239008,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
莫莉幻想(金银潭店),将军路街办事处金银潭大道1号永旺梦乐城金银潭店3层344号,30.650301,114.238809,东西湖区,武汉市,湖北省,体育休闲服务;休闲场所;游乐场
丁香棋牌,环湖路辅路与亲湖路交叉口东南200米,30.660733,114.215405,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
涡轮健身(金银潭店),常青花园5小区14栋二单元103号,30.649245,114.240508,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
休闲棋牌,环湖一路水印65号附5号,30.665153,114.214999,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
网客星空台球俱乐部(金银潭地铁站店),金银潭大道城市便捷酒店旁上电梯3楼,30.650114,114.243219,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;网吧
码卡乐,环湖路辅路与马池中路交叉口西北220米,30.65518,114.213292,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
巴比哪吒体育艺术俱乐部,学府北路45号附201号,30.644671,114.236164,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
沁瑜伽(车场南路愿景城店),车场路愿景城C区商铺7号2F,30.657118,114.247105,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
高正跆拳馆,环湖路辅路与马池中路交叉口西140米,30.653736,114.212973,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;运动场所
蓝派泳池派对别墅轰趴,环湖路黄金海岸浅水湾A19栋,30.66079,114.212146,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;娱乐场所
威廉古堡别墅轰趴馆(黄金海岸店),环湖路黄金海岸别墅小区浅水湾A18,30.660776,114.211985,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
ProBro健身工作室,常青花园金苑北门15栋25单元101,30.644805,114.238162,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
小酒窝,环湖路辅路与马池中路交叉口西北300米,30.655093,114.212006,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;酒吧
神峰山庄,常青花园五小区康居5路1-6,30.648253,114.243397,东西湖区,武汉市,湖北省,体育休闲服务;休闲场所;休闲场所
黄金海岸波娃网球俱乐部,环湖路70号(金山大道北金银湖东岸马池处),30.661509,114.211382,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;网球场
玛哈瑜伽,常青花园新康苑29-1-201,30.646418,114.241937,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
慢姑娘黄金海岸别墅轰趴聚会(金银湖3店),金银湖环湖路70号黄金海岸金沙湾B17,30.659216,114.211035,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;娱乐场所
聆听音悦艺术空间,姑李路238号,30.650449,114.246707,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
棋牌室,S19机场二高速入口与姑李路交叉口东北120米,30.653135,114.248177,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
牛啤精酿屋,金银湖万科高尔夫城市花园3265栋一楼,30.644187,114.212744,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;酒吧
PANDA电竞中心(常青店),学府南路常青花园商业娱乐城3层(近武汉轻工业大学),30.638477,114.234637,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;网吧
斯威敏游泳馆,环湖路67号奥林匹克花园,30.669993,114.210071,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;游泳馆
RK格斗俱乐部,常青花园长青壹号105栋一单元1504,30.643782,114.24633,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
元气健身工作室,金山大道8号万科高尔夫城市花园7403-1-1201,30.643976,114.212702,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
常青斗鱼网咖,学府南路常青生鲜菜市场二楼,30.638308,114.234707,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;网吧
常青老年公寓,学府南路68号常青花园武汉轻工大学,30.638459,114.235502,东西湖区,武汉市,湖北省,体育休闲服务;度假疗养场所;疗养院
奥林匹克花园运动馆,环湖路环湖三路奥林匹克花园,30.669981,114.209803,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;运动场所
百川跆拳道(常青花园店),常青花园中央商业街2号楼3楼,30.639984,114.240339,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;跆拳道场馆
锐芙量贩KTV(武汉常青店),常青花园中路与公园环路交叉口东北180米,30.640006,114.239739,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;KTV
涵一跆拳道(奥林匹克花园店),环湖三路奥林匹克花园物业公司对面,30.670323,114.210017,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;跆拳道场馆
李欣普拉提|女子健身(汇和城购物中心店),常青花园地铁站汇和城5楼A008,30.640935,114.242466,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
慢姑娘奥林匹克花园别墅轰趴,奥林匹克花园三期花语园花园洋房10栋3室,30.672306,114.211795,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
儿童游乐区(汇和城购物中心),地铁2号线常青花园站汇和城购物中心F2层,30.640801,114.24244,东西湖区,武汉市,湖北省,体育休闲服务;休闲场所;游乐场
星牌台球俱乐部(常青城店),车场南路地铁常青城B出口壹站商业区22-26号二楼商铺星牌台球俱乐部,30.658515,114.253859,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;台球厅
冰豆豆俱乐部,常青花园中路与公园环路交叉口西240米,30.640717,114.242468,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
梅梅棋牌室(中央商业街店),常青花园中路常青花园中央商业街177号,30.639612,114.240303,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
横店电影城(汇和店),地铁2号线常青花园站汇和城购物中心F5层,30.640623,114.242444,东西湖区,武汉市,湖北省,体育休闲服务;影剧院;电影院
永红宾馆棋牌,常青花园社区挨着(轻工大学地铁站C口步行290米),30.63791,114.234637,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
欢乐空间KTV(常青店),常青花园汇和城5层(常青花园地铁站),30.640548,114.242672,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;KTV
常青台球俱乐部(常青花园中央商业街店),常青中央商业街2号楼4楼,30.639647,114.241015,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;台球厅
武汉奥林匹克花园篮球场(装修中),环湖中路与环湖二路交叉口西320米,30.673476,114.212025,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;篮球场馆
像素时光私人影院(常青花园店)(暂停营业),常青花园二分之一中心Z1-3-2601,30.638644,114.239071,东西湖区,武汉市,湖北省,体育休闲服务;影剧院;电影院
常青阁,常青花园公园路549号,30.642079,114.245667,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室|餐饮服务;休闲餐饮场所;休闲餐饮场所
喜来棋牌,常青花园中路555号,30.642188,114.245885,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
Se滑板,长青壹号北区102栋1商铺,30.643437,114.247546,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;综合体育馆
心跳健身工作室(高尔夫店),金银湖万科高尔夫31栋287A,30.642455,114.212835,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
鳄鱼健身,新世界常青1-2中心Z3栋,30.639118,114.241034,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
小付棋牌室,万科高尔夫城市花园,30.642625,114.21243,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
轻橙运动(常青店),新世界·常青1/2中心西北2门旁,30.638826,114.240499,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
禾壹瑜伽·普拉提生活馆,长青壹号102-61027二楼,30.643098,114.247544,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
德武堂,常青花园2分之一中心Z1栋4号门面,30.638685,114.240406,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;运动场所
欢语超市,将军一路融泰·嘉境,30.650292,114.253498,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室|购物服务;便民商店/便利店;便民商店/便利店
逢缘居,将军路与将军一路交叉口西200米,30.648153,114.252684,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
有个健身工作室,万科高尔夫城市花园407栋2239A,30.642849,114.210977,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;综合体育馆
极度酷舞星球(汇和城店),常青花园地铁站-汇和城3层,30.640461,114.242352,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;综合体育馆
乐刻运动健身(金银湖一号院店),环湖路59号金银湖一号号院2期1号楼3-4商铺1-2楼,30.670196,114.20747,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
麻小馆棋牌,将军新村3期东南门旁,30.652621,114.254851,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
克奇跆拳道,将军路街道将军路新村三期21栋6号门面,30.652627,114.254893,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;跆拳道场馆
陈氏茗茶棋牌,将军路38-4(水云间美食城对面),30.647924,114.252756,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
金秋秋网咖,将军路街道将军二路将军新村JH-108,30.653896,114.255316,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;网吧
简乐剧本桌游电玩,常青花园十四小区31栋一单元202-203,30.640079,114.244879,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
博亭网络会所(将军路店),将军路42号(养殖场将军路南宅区),30.648053,114.253037,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;网吧
乘浩网咖(那些年店),银花街将军新村3期JH08号,30.652759,114.255088,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;网吧
少儿篮球,中环东路与常青花园中路交叉口南40米,30.642481,114.248404,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;篮球场馆
拉雅瑜伽普拉提私教工作室,金山大道万科高尔夫501栋2c,30.641979,114.211013,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;运动场所
默冉网络家园,将军路养殖东村28号附1号,30.652967,114.255633,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;网吧
慢姑娘别墅轰趴(海之韵店),,30.643522,114.209219,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;娱乐场所
醉酒汇酒庄(将军路),将军路61号,30.648667,114.253982,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;酒吧
ONE  K·M  PARK(一公里体育馆),常青公寓一楼食堂南侧ONEK·MPARK(一公里体育馆),30.640649,114.24736,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;篮球场馆
美在晨健身,金山大道特8号万科高尔夫城市花园壹会所,30.640497,114.212472,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
武汉轻工大学常青校区篮球场,常青花园学府南路68号武汉轻工大学常青校区,30.635521,114.237336,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;篮球场馆
武汉轻工大学常青校区城市主场灯光足球场,轻工大学常青校区内,30.636722,114.241699,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;足球场
泽夕瑜伽(月亮馆),环湖四路与环湖路辅路交叉口北140米,30.6708,114.205526,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
鲜果珍探观光采摘园(将军路店),将军路将军佳苑大门口邮政旁,30.649284,114.255738,东西湖区,武汉市,湖北省,体育休闲服务;休闲场所;休闲场所
兰子棋牌,将军一路姑李路社区,30.647216,114.254969,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
黄鹤楼陈香相约烟酒棋牌,华星晨龙城龙竹苑19栋1层6-7,30.647274,114.255034,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
棋乐轩,金南一路园博园北地铁站E出口,30.634453,114.223155,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
棋牌室包房,环湖四路财富兴园·中部慧谷1期-A区,30.670318,114.204483,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
有怡电竞,金南一路卧龙丽景湾106栋2层107-112,30.634332,114.223222,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;网吧
腾龙阁,将军一路龙竹苑17栋,30.647191,114.255371,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
V9台球运动馆,姑李路88号华星融城4楼,30.644144,114.25338,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;台球厅
棋牌室,新湾路与新湾五路交叉口东220米,30.634563,114.254846,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
好运棋牌(将军一路店),将军一路81号,30.646816,114.255581,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室|餐饮服务;休闲餐饮场所;休闲餐饮场所|购物服务;购物相关场所;购物相关场所
同一首歌,将军路与将军二路交叉口西40米,30.65031,114.257475,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;KTV
力争副食批发棋牌,将军二路与将军路交叉口西北60米,30.650879,114.2577,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
喜来乐棋牌室,将军二路与将军路交叉口西北40米,30.650583,114.257725,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
曾曾棋牌室,金南一路卧龙丽景湾(东方马城正对面)5,30.63357,114.223125,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
兵兵棋牌超市,翠林居西南门旁,30.64679,114.256085,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室|购物服务;便民商店/便利店;便民商店/便利店
知·行瑜伽,金南一路5附55号卧龙丽景湾乐山苑9栋一单元102,30.634004,114.220026,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
曼巴体育中心,将军路银花街207号,30.654782,114.259489,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;篮球场馆
武汉轻工大学(常青花园东校区)-篮球场,明德东路武汉轻工大学(常青花园东校区),30.636515,114.245829,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;篮球场馆
东方马城,金南一路1号,30.632219,114.228455,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;赛马场|商务住宅;住宅区;住宅小区
新式棋牌,翠林雅居西北门旁,30.646303,114.25671,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
楚穹体育·金银潭体育中心,将军路街道银花街209号,30.656167,114.260064,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;综合体育馆
金银潭体育中心,将军路银花街209号,30.656147,114.260073,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;综合体育馆|体育休闲服务;运动场馆;篮球场馆
瞎子棋牌室,丽景东路与秋涛路交叉口东北80米,30.632414,114.22451,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
东方马城国际赛马场,金银湖金南一路1号,30.632092,114.228552,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;赛马场
龙芳缘棋牌,银花街南50米,30.654674,114.260012,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
诺森德体育(金银湖店),金银湖北街碧海花园内,30.648376,114.201095,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;运动场所
盘龙博友钓场,甲宝山路9号,30.678914,114.249293,黄陂区,武汉市,湖北省,体育休闲服务;休闲场所;垂钓园
乐享空间,将军四路与金银潭大道交叉口南80米,30.657883,114.260575,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;KTV
优季银弧瑜伽(金银湖店),金山大道贝斯特广场1906-07,30.640116,114.207032,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
本我普拉提(欧亚广场写字楼店),金山大道欧亚写字楼9楼911,30.639979,114.207183,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;健身中心
李爹爹盘龙城垂钓场,甲宝山路9号,30.679492,114.248762,黄陂区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
欧亚棋牌室(欧亚广场店),金银湖路20号欧亚会展国际酒店,30.640471,114.206567,东西湖区,武汉市,湖北省,体育休闲服务;娱乐场所;棋牌室
颖house运动综合馆,将军路街三环线北机场第二通道西愿景时代2栋/单元一层号,30.640758,114.253242,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;综合体育馆
欧亚俱乐部商务量贩,金银湖路20号,30.641251,114.205187,东西湖区,武汉市,湖北省,体育休闲服务;体育休闲服务场所;体育休闲服务场所
