店铺名称,店铺具体地址,店铺具体坐标.纬度,店铺具体坐标.经度,店铺所在地区,店铺所在城市,店铺所在省份,店铺类别
武汉园博园-唐山园,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.627309,114.210277,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-兰州园,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.626944,114.210919,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-美丽珠海园,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.626319,114.212213,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
听语公园,环湖西路与金银湖南一街交叉口南40米,30.639368,114.194789,东西湖区,武汉市,湖北省,风景名胜;公园广场;公园
橘井泉香,张公堤公园西段中国(武汉)国际园林博览会内,30.624006,114.219483,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
菊苑,张公堤公园西段中国(武汉)国际园林博览会内,30.625744,114.213444,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
郴州园,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.623983,114.219461,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
唐风晋韵,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.624028,114.218937,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-锦绣太原,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.624017,114.218975,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-中山园(三环线),张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.625588,114.213493,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-主题园(南区),张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.623735,114.219974,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-遵义,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.626708,114.210602,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
半山亭(三环线),张公堤公园西段中国(武汉)国际园林博览会内,30.624402,114.216973,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
同乐亭,太原园内,30.623991,114.218501,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-昆明园,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.622958,114.224459,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-台地园,张公堤公园西段中国(武汉)国际园林博览会内,30.623717,114.219665,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
哈尔滨园(园博园南路),张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.624118,114.217935,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
荷茗轩,张公堤公园西段中国(武汉)国际园林博览会内,30.624394,114.216887,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
飞龙关,张公堤公园西段中国(武汉)国际园林博览会内,30.626455,114.210958,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-东营园(三环线),张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.625573,114.21297,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
贵阳园(园博园南路),张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.624322,114.216713,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-长江文明馆,武汉园博园内,30.623163,114.221767,硚口区,武汉市,湖北省,风景名胜;风景名胜;风景名胜
武汉园博园-太原园,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.623761,114.218663,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
金银湖龙舟文化公园,环湖西路与金银湖北街交叉口西260米,30.64628,114.190282,东西湖区,武汉市,湖北省,风景名胜;公园广场;公园
星悦公园,夏鹃街与翠柏路交叉口西南200米,30.639765,114.265494,江岸区,武汉市,湖北省,风景名胜;公园广场;公园
武汉园博园-贵阳园乡愁,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.62409,114.216739,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
中国科技城绵阳馆,张公堤公园西段中国(武汉)国际园林博览会内,30.625615,114.212134,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-绵阳园,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.625712,114.211888,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
郑州园,园博园东路与江振路交叉口西120米,30.622591,114.224373,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-江西宜春园,张公堤公园西段中国(武汉)国际园林博览会内,30.625776,114.21159,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
九江园,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.624203,114.216084,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
驻西柏坡中央领导人旧居,张公堤公园西段中国(武汉)国际园林博览会内,30.623372,114.219046,硚口区,武汉市,湖北省,风景名胜;风景名胜;纪念馆
读书台,张公堤公园西段中国(武汉)国际园林博览会内,30.625493,114.212092,东西湖区,武汉市,湖北省,风景名胜;风景名胜;风景名胜
润泽,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.623152,114.219836,硚口区,武汉市,湖北省,风景名胜;风景名胜;风景名胜
武汉园博园-北部5号服务区,武汉园博园内(西侧),30.626126,114.210459,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
舜井,张公堤公园西段中国(武汉)国际园林博览会内,30.623201,114.219551,硚口区,武汉市,湖北省,风景名胜;风景名胜;风景名胜
石家庄柏坡园,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.62333,114.218726,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
蜀韵,张公堤公园西段中国(武汉)国际园林博览会内,30.624282,114.215108,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
支前模范之家,张公堤公园西段中国(武汉)国际园林博览会内,30.623261,114.218684,硚口区,武汉市,湖北省,风景名胜;风景名胜;风景名胜
大连园,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.625699,114.211075,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
芙蓉亭(三环线),张公堤公园西段中国(武汉)国际园林博览会内,30.62429,114.214884,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-济南园,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.623056,114.219517,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-泉月舞长袖,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.625454,114.211582,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
藏源·山南,武汉园博园内(西侧),30.625795,114.210733,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
廉泉,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.622196,114.224827,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
花重锦官,张公堤公园西段中国(武汉)国际园林博览会内,30.624249,114.214718,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
成都园(园博园南路),张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.624224,114.214741,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
映碧亭,张公堤公园西段中国(武汉)国际园林博览会内,30.622916,114.21952,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-杭州园,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.622221,114.223408,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园,金山大道和金南二路交汇处,30.623063,114.218672,硚口区,武汉市,湖北省,风景名胜;风景名胜;国家级景点
汉口碉堡群,张公堤路,30.651714,114.271477,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-神奇台州,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.625663,114.210556,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
三潭印月,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.622132,114.223689,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
小瀛洲,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.622131,114.223623,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
胜清阁,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.625692,114.210371,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
杭州西湖,张公堤公园西段中国(武汉)国际园林博览会内,30.62208,114.223694,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
徽韵清风,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.621974,114.224507,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-合肥园,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.621988,114.224359,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-济公故里,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.625662,114.210193,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
我心相印,张公堤公园西段中国(武汉)国际园林博览会内,30.62199,114.223556,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
创新高地,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.621876,114.224268,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
悟月廊,张公堤公园西段中国(武汉)国际园林博览会内,30.625478,114.210478,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
湖毓高行,张公堤公园西段中国(武汉)国际园林博览会内,30.621945,114.223568,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
长春园(园博园西路),张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.622779,114.218751,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-云梦湖,张公堤公园西段中国(武汉)国际园林博览会内,30.622118,114.222159,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
孝肃桥,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.621814,114.224365,硚口区,武汉市,湖北省,风景名胜;风景名胜;风景名胜
园博园-花灯会,园博园东门和北门,30.62277,114.21856,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-天津园,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.622525,114.219685,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
面半僅廊,张公堤公园西段中国(武汉)国际园林博览会内,30.624062,114.213743,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-大湖名城,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.621734,114.224225,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
缺廊,张公堤公园西段中国(武汉)国际园林博览会内,30.624102,114.213621,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
松月阁,张公堤公园西段中国(武汉)国际园林博览会北区景区内,30.625371,114.210339,东西湖区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
鹤舞园·长春,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.622558,114.218995,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
李时珍艾灸馆,将军中路海昌天澜三期门面G22栋2号商铺(可多超市楼上),30.658352,114.272772,东西湖区,武汉市,湖北省,风景名胜;风景名胜;风景名胜
冬浄,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.621707,114.223403,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-缺园,张公堤公园西段中国(武汉)国际园林博览会内,30.624047,114.213158,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
武汉园博园-太平广场,张公堤公园西段中国(武汉)国际园林博览会南区景区东门汉口里内,30.621443,114.224815,硚口区,武汉市,湖北省,风景名胜;公园广场;城市广场
盛京赋,张公堤公园西段中国(武汉)国际园林博览会南区景区内,30.622083,114.220222,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
楚水景区,张公堤公园西段中国(武汉)国际园林博览会内,30.62184,114.221533,硚口区,武汉市,湖北省,风景名胜;风景名胜相关;旅游景点
