店铺名称,店铺具体地址,店铺具体坐标.纬度,店铺具体坐标.经度,店铺所在地区,店铺所在城市,店铺所在省份,店铺类别
武汉市实验幼儿园睿迪园,常青街办事处常青花园23村,30.640769,114.235812,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
泰思集团颐和家园幼儿园,金银潭大道将军路颐和家园小区内,30.657176,114.251867,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
艾儿思国际幼稚园(常青园),金银潭大道地铁时代常青城C9栋,30.659224,114.252128,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
常青城尚格幼儿园,车场南路地铁时代常青城C区,30.659605,114.25269,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
常青花园老年大学,公园环路130号(常青花园地铁站E口步行230米),30.642632,114.243665,东西湖区,武汉市,湖北省,科教文化服务;学校;成人教育
武汉市东西湖区将军路尚合幼儿园,将军新村5期,30.655314,114.252764,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉东西湖精博常青幼儿园,常青花园公园环路132号,30.642487,114.243953,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
博苑奥林匹克幼儿园,金银湖街道环湖路环湖三路武汉奥林匹克花园小区,30.6716,114.210662,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
将军花园幼儿园,银花街46号,30.650196,114.252088,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉市东西湖区将军路第三小学,中环东路与常青花园中路交叉口北140米,30.644276,114.24863,东西湖区,武汉市,湖北省,科教文化服务;学校;小学
武汉轻工大学(常青校区)-科学报告厅,汉口常青花园学府南路68号,30.637194,114.236222,东西湖区,武汉市,湖北省,科教文化服务;学校;高等院校
将军新村幼儿园,银花街82号,30.651868,114.25404,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
一点通学校(公园南路),常青公寓西南门旁(常青花园地铁站D口步行130米),30.640216,114.245944,东西湖区,武汉市,湖北省,科教文化服务;学校;学校|科教文化服务;培训机构;培训机构
新城俊园幼儿园,姑李公路132附1号附近,30.646127,114.252294,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉市常青第一学校14小区,常青花园新区街道常青花园十四区36栋平安巷,30.638778,114.243976,东西湖区,武汉市,湖北省,科教文化服务;学校;小学
华中师范大学附属金银湖幼儿园,环湖路金银湖一号院营销中心西侧,30.670272,114.206431,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉市东西湖区尚远幼儿园,学府东路与常青花园中路交叉口东南100米,30.642198,114.24887,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
金银湖尚晴幼儿园,环湖中路61号,30.673138,114.208582,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
尚德幼儿园,万科高尔夫城市花园2期西侧,30.640857,114.211773,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
东乔双语艺术幼儿园,金山大道特8号万科高尔夫城市花园内,30.640825,114.21165,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉轻工大学常青校区,常青花园学府南路68号,30.636663,114.240944,东西湖区,武汉市,湖北省,科教文化服务;学校;高等院校
武汉轻工大学,明德中路与明德西路交叉口东北140米,30.636637,114.240884,东西湖区,武汉市,湖北省,科教文化服务;学校;高等院校
武汉市常青第一学校,常青花园(常青花园地铁站D口步行480米),30.638188,114.244305,东西湖区,武汉市,湖北省,科教文化服务;学校;学校
武汉市常青第一学校(初中部),常青花园十四区西南,30.637792,114.243864,东西湖区,武汉市,湖北省,科教文化服务;学校;中学
武汉市常青第一学校,香樟一路三街1号,30.634278,114.233704,东西湖区,武汉市,湖北省,科教文化服务;学校;小学
武汉市东西湖区将军路幼儿园,将军新村4期南门旁,30.654107,114.257844,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉常青阳光幼儿园,常青花园一小区香樟一路三街7号,30.633749,114.234579,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
银湖翡翠幼儿园,金山大道88号,30.636755,114.215002,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
小人才幼儿园,将军路165号,30.65072,114.25737,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
晨龙城幼儿园,将军路街道姑李路88号华星晨龙城二期,30.644657,114.254375,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉轻工大学常青校区生物与制药工程学院实训中心,公园南路1号武汉轻工大学常青花园东校区,30.63684,114.24523,东西湖区,武汉市,湖北省,科教文化服务;学校;高等院校
武汉市常青童馨幼儿园(公园南路),常青花园公园南路4号,30.63794,114.2474,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
翠林居双语幼儿园,将军一路翠林居小区内,30.648381,114.2573,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
金银湖学校(建设中),环湖四路,30.67553,114.20682,东西湖区,武汉市,湖北省,科教文化服务;学校;学校
武汉轻工大学常青校区医学技术与护理学院,常青花园学府南路68号武汉轻工大学常青校区,30.636719,114.246416,东西湖区,武汉市,湖北省,科教文化服务;学校;高等院校
武汉轻工大学3教学楼,康居一路20号,30.635076,114.243428,东西湖区,武汉市,湖北省,科教文化服务;学校;学校
武汉轻工大学常青花园东校区后勤集团,康居一路与学府南路交叉口北120米,30.633541,114.239146,东西湖区,武汉市,湖北省,科教文化服务;学校;高等院校
武汉轻工大学常青校区化学与环境工程学院,常青花园学府南路68号武汉轻工大学常青校区,30.636659,114.247024,东西湖区,武汉市,湖北省,科教文化服务;学校;高等院校
武汉轻工大学继续教育学院,常青花园新区街道管理委员会康居一路建安驾校大型训练场近,30.634874,114.24355,东西湖区,武汉市,湖北省,科教文化服务;学校;成人教育
武汉轻工大学常青校区生物与制药工程学院,常青花园学府南路68号武汉轻工大学常青校区,30.636651,114.247031,东西湖区,武汉市,湖北省,科教文化服务;学校;高等院校
武汉轻工大学常青花园东校区实验楼3,公园南路1号武汉轻工大学常青花园东校区,30.636675,114.247122,东西湖区,武汉市,湖北省,科教文化服务;学校;学校
武汉轻工大学生化楼,公园南路1号,30.636597,114.247157,东西湖区,武汉市,湖北省,科教文化服务;学校;学校
培智乐迪幼儿园,长青花园长青花园香樟一路1街9号,30.632236,114.236476,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
美可儿幼儿园,金银湖街道金银湖中部慧谷小区26栋,30.67484,114.204826,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
快乐宝贝幼儿园(将军路),将军三路综合厂214-216号(奥科公司旁),30.65104,114.259762,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
幼儿园,香樟一路一街与香樟一路交叉口西南80米,30.631902,114.23603,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
马荣凯瑞丽景湾幼儿园,金南一路特1号马荣国际丽景湾,30.631462,114.224481,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉大通职业培训学校,万家墩东村60号,30.646669,114.259053,东西湖区,武汉市,湖北省,科教文化服务;学校;职业技术学校
武汉市东西湖区将军路小学,8栋房村122,30.648751,114.260062,东西湖区,武汉市,湖北省,科教文化服务;学校;小学
武汉市园博园外国语学校,环湖东路,30.631122,114.217293,东西湖区,武汉市,湖北省,科教文化服务;学校;中学
盛世红苗幼儿园,汉兴街办事处新湾路9号(大兴实验小学旁),30.632309,114.244499,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
大兴第一实验小学金色雅园校区,汉兴街办事处新湾路5号(长港路地铁站J口步行320米),30.631642,114.243571,江汉区,武汉市,湖北省,科教文化服务;学校;小学
大兴第一实验小学,新湾二路与新湾路交叉口西北80米,30.631707,114.244067,江汉区,武汉市,湖北省,科教文化服务;学校;小学
红领巾学校(尚美校区),新湾路1号,30.630127,114.240047,江汉区,武汉市,湖北省,科教文化服务;学校;小学
红领巾学校尚美校区教学楼,新湾路与新湾南路交叉口西北40米,30.630024,114.239896,江汉区,武汉市,湖北省,科教文化服务;学校;学校
红领巾国际学校,常青花园中路115号附,30.64026,114.240814,江汉区,武汉市,湖北省,科教文化服务;学校;学校
圣玛莉稚屋日托(金银湖园),金银湖北街碧海花园别墅区2号门,30.64789,114.197086,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
阳光宝贝幼儿园(新湾路),新湾路3号长春小区8栋(长港路地铁站A口步行470米),30.630492,114.242193,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
福星华府誉境思桥幼儿园,新湾五路福星华府誉境小区旁,30.635412,114.252206,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
金银湖小学-综合楼,金银湖南街与常安路交叉口东240米,30.628271,114.224267,东西湖区,武汉市,湖北省,科教文化服务;学校;学校
武汉市东西湖区将军路第四小学,银潭路36号,30.668645,114.263101,东西湖区,武汉市,湖北省,科教文化服务;学校;小学
艾米莉亚福星华府幼儿园,新湾路艾米莉亚福星华府幼儿园,30.63323,114.249982,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
海丽达武汉四季花城幼儿园,金银湖东一路与金银湖南二街交叉口东北140米,30.634532,114.206797,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
金银湖小学,金南一路1-30号,30.627932,114.223496,东西湖区,武汉市,湖北省,科教文化服务;学校;小学
武汉市旅游学校,新湾路10号(长港路地铁站J口步行400米),30.630709,114.246719,江汉区,武汉市,湖北省,科教文化服务;学校;职业技术学校
北师大新标准体系幼儿园,银潭路36号,30.668666,114.264235,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
长江航运人民警察学校,新湾路119号,30.634514,114.253575,江汉区,武汉市,湖北省,科教文化服务;学校;高等院校
大兴第一实验学校(福星校区),姑嫂树路87号,30.636233,114.255924,江汉区,武汉市,湖北省,科教文化服务;学校;中学
金珠港湾幼儿园有限公司,金银湖侧路与环湖西路交叉口西南80米,30.64753,114.19483,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
汉飞思桥幼儿园,甲宝山路汉飞洋房印象小区2栋,30.684552,114.251728,黄陂区,武汉市,湖北省,科教文化服务;学校;幼儿园
长港路小学,红光里94号(长港路地铁站H口步行480米),30.630763,114.249168,江汉区,武汉市,湖北省,科教文化服务;学校;小学
武汉市江岸区德威星悦幼儿园,机融创融公馆2期,30.638908,114.25996,江岸区,武汉市,湖北省,科教文化服务;学校;幼儿园
碧海精博实验幼儿园,金银湖侧路与环湖西路交叉口北240米,30.65135,114.192564,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
华大银湖鑫城幼儿园,金银湖街道金银湖金桥五路,30.629023,114.212576,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
红胜幼儿园,姑嫂树路长港路富康小区3栋,30.633874,114.25505,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
史蒂芬森·万科城幼儿园,常青路167号,30.625668,114.234032,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
金珠港湾蒙特梭利幼儿园,金银湖办事处环湖西路8号金珠港湾二期幼儿园1-2层,30.647786,114.193266,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
金湖天地幼儿园,金银湖社区金湖天地金湖幼儿园,30.636302,114.201032,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
东方剑桥幼儿园(金银湖南二街),金银湖南二街与金银湖西一路交叉口西220米,30.636017,114.20088,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
华中师范大学附属柏拉图之友幼儿园,汉兴街街道机电路39号新龙和苑1号华师附属,30.637422,114.260294,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉一初慧泉中学(金雅校区),常青五路9号(长港路地铁站C口步行150米),30.627062,114.244623,江汉区,武汉市,湖北省,科教文化服务;学校;中学
焱僖幼儿园,盘龙城经济开发区万博玖珑湾,30.687375,114.250243,黄陂区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉市江岸区跃进家园可德幼儿园,张公堤与将军三路交叉口东南200米,30.645102,114.266287,江岸区,武汉市,湖北省,科教文化服务;学校;幼儿园
益康苑幼儿园,阳光花园四期5栋(长港路地铁站G口步行330米),30.628313,114.248648,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
开心新龙幼儿园,机电路39号新龙和苑2商铺3-45室,30.637771,114.261489,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
江岸区实验星悦幼儿园,塔子湖街办事处春兰街66号-1号,30.641322,114.264365,江岸区,武汉市,湖北省,科教文化服务;学校;幼儿园
星连星幼儿园,长港路202号,30.632628,114.25627,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
中共江汉区委党校,江汉经济开发区江振路3号,30.623842,114.228195,江汉区,武汉市,湖北省,科教文化服务;学校;学校
中共武汉市委党校,汉口杨汊湖常青五路,30.629806,114.252578,江汉区,武汉市,湖北省,科教文化服务;学校;学校
江汉区行政学校,江振路,30.623675,114.228454,江汉区,武汉市,湖北省,科教文化服务;学校;学校
武汉市团校,汉口常青五路统建阳光北苑10栋,30.62849,114.250826,江汉区,武汉市,湖北省,科教文化服务;学校;学校
武汉市东西湖区金湖御品尚嘉幼儿园,裕亚·金湖御品南门旁,30.630182,114.205135,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉市妇女干部学校,常青街办事处常青五路25号,30.628101,114.250529,江汉区,武汉市,湖北省,科教文化服务;学校;成人教育
维特幼儿园,姑嫂树路51园丁苑(杨汊湖地铁站D2口步行450米),30.633056,114.258364,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
江汉区阳光蓓佳幼儿园,江发路3号东方名都小区,30.623466,114.238482,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
中共武汉市委党校-武汉行政学院,常青街办事处汉口常青五路29号,30.628722,114.253147,江汉区,武汉市,湖北省,科教文化服务;学校;学校
天纵半岛蓝湾幼儿园,天纵·半岛蓝湾2期东南1门东北160米,30.6698,114.269661,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
红领巾学校阳光校区,常青街办事处常青五路20号,30.626659,114.249722,江汉区,武汉市,湖北省,科教文化服务;学校;小学
武汉市第七中学,江旺路3号,30.622298,114.231516,江汉区,武汉市,湖北省,科教文化服务;学校;中学
百捷幼儿园,环湖西路1号金湖湾营销中心,30.634513,114.197159,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉市新华下路中学,汉兴街办事处杨汊湖小区常青二院46栋(腾飞装饰部),30.630471,114.257508,江汉区,武汉市,湖北省,科教文化服务;学校;中学
馨苑幼儿园,杨汊湖新湾五路馨苑小区,30.627523,114.253093,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
远洋心里幼儿园,常青街办事处常青五路与姑嫂树路交汇杨汊湖菜市场后面,30.631044,114.258497,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
翠堤幼儿园,金银湖路翠堤春晓东区,30.626919,114.206596,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
中共湖北省委党校新校区,汤云海路21号,30.6956,114.233913,黄陂区,武汉市,湖北省,科教文化服务;学校;学校
江岸区实验汉口幼儿园,塔子湖西路17号,30.643608,114.269592,江岸区,武汉市,湖北省,科教文化服务;学校;幼儿园
东西湖金银潭小学,金银潭大道78号,30.66157,114.273331,东西湖区,武汉市,湖北省,科教文化服务;学校;小学
湖北艺术职业学院教学考点,新湾五路137号附近,30.627647,114.25498,江汉区,武汉市,湖北省,科教文化服务;学校;高等院校
至明幼儿学堂,常青三路与新湾二路交叉口东南140米,30.624065,114.247969,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
森幼儿园,罗家咀路22号星悦城K4地块3号独立商业栋1层商2、商3,30.638557,114.267205,江岸区,武汉市,湖北省,科教文化服务;学校;幼儿园
皮卡咘婴幼园,星悦城二期1号楼1单元1-101商铺,30.638892,114.267942,江岸区,武汉市,湖北省,科教文化服务;学校;幼儿园
五洲幼儿园,常青二垸160号,30.628851,114.258035,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉市江岸区汉高幼儿园,后湖街办事处后湖大道塔子湖西路罗家嘴君安花园九栋旁,30.639579,114.269007,江岸区,武汉市,湖北省,科教文化服务;学校;幼儿园
武汉市东西湖区明珠海昌天澜幼儿园,金银潭大道96号,30.659811,114.275324,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
开心幼儿园(秋桂街)(暂停营业),青松路汉口花园,30.634906,114.26651,江岸区,武汉市,湖北省,科教文化服务;学校;幼儿园
浩海童乐幼儿园,红旗渠路浩海小区,30.625971,114.256126,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
硚口区紫润小学,长丰街道长风街紫润明园南区1-7-13栋4号商铺正东方向120米,30.620964,114.213812,硚口区,武汉市,湖北省,科教文化服务;学校;小学
江汉区远洋心苑幼儿园,常青一路15号(长港路地铁站D口步行430米),30.621402,114.247804,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
华苑小学,华苑里138,30.627438,114.259555,江汉区,武汉市,湖北省,科教文化服务;学校;小学
武汉市十一初级中学(紫润校区),武汉市十一初级中学紫润校区北1门旁,30.620885,114.21252,硚口区,武汉市,湖北省,科教文化服务;学校;中学
金地格林幼儿园,金银湖南路金地格林春岸小区10号楼旁,30.631626,114.194487,东西湖区,武汉市,湖北省,科教文化服务;学校;幼儿园
萌宝驿站托育园,汉口花园六期17栋3单元102,30.636628,114.269195,江岸区,武汉市,湖北省,科教文化服务;学校;幼儿园
童乐幼儿园(红旗渠路),杨汊湖浩海小区1号楼,30.625787,114.257409,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
硚口区紫润学校,长丰街道长风街紫润明园南区1-7-13栋4号商铺正东方向120米,30.620057,114.213134,硚口区,武汉市,湖北省,科教文化服务;学校;小学
鸿蒙翡翠幼儿园,华润翡翠城二期东2门旁,30.621909,114.208103,硚口区,武汉市,湖北省,科教文化服务;学校;幼儿园
晶晶(武汉)锦绣国际幼儿园,红旗渠路8号锦绣人家小区,30.622009,114.252605,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
江汉区红枫幼儿园,江汉经济开发区复兴五村235号,30.617787,114.239901,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
江汉区华苑幼儿园,红旗渠路华苑小区38号,30.627761,114.262515,江汉区,武汉市,湖北省,科教文化服务;学校;幼儿园
