店铺名称,店铺具体地址,店铺具体坐标.纬度,店铺具体坐标.经度,店铺所在地区,店铺所在城市,店铺所在省份,店铺类别
武汉中邦博尔高新科技有限公司,金银湖街道环湖中路158号当代电子硅谷5栋单元405,30.668041,114.221074,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉星捷仪器有限公司,环湖中路158号当代电子硅谷6栋3单元4层,30.66779,114.220622,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉华宇天祺科技有限公司,环湖一路与环湖中路交叉口西南220米,30.668086,114.221029,东西湖区,武汉市,湖北省,公司企业;公司;网络科技
清枫环保,亲湖路与马池西路交叉口西北220米,30.667601,114.220328,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉展盛科技有限公司,环湖中路158号金银湖电子产业园6栋303室,30.667763,114.220543,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉凯迪正大电气有限公司,环湖一路当代电子硅谷6栋一单元,30.667961,114.220774,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉至正景元服装有限公司,环湖中路158号当代电子硅谷六栋一单元301,30.668042,114.220836,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖北逸安红生物环保科技有限公司,金银湖电子产业园5栋2单元402,30.668471,114.221335,东西湖区,武汉市,湖北省,公司企业;公司;公司
塔云(武汉)科技有限公司,亲湖路与马池西路交叉口西北240米,30.667722,114.220223,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉长港水务工程有限公司,金银湖街道环湖中路158号当代电子硅谷5栋1单元101,30.668572,114.221491,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉恒通源环境工程技术有限公司,环湖一路当代电子硅谷园6栋2单元5楼,30.668025,114.220623,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉玖壹服饰有限公司,环湖一路与环湖中路交叉口西南240米,30.668118,114.220744,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉梯之尚电子科技有限公司,环湖一路与环湖中路交叉口西160米,30.668598,114.221495,东西湖区,武汉市,湖北省,公司企业;公司;机械电子
武汉安检电气有限公司,环湖中路158号6栋1单元4楼,30.668204,114.220858,东西湖区,武汉市,湖北省,公司企业;公司;公司
简尚汇嘉智能科技有限公司,环湖中路156号当代电子硅谷6栋2单元3楼,30.668019,114.220584,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰
武汉三江龙威,亲湖路与马池西路交叉口西北260米,30.667913,114.220381,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉红庭春天建筑,姑李路与碧水南路交叉口东北200米,30.659644,114.244005,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰
武汉盛世传祺包装有限公司,环湖一路与环湖中路交叉口西南260米,30.668111,114.220466,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉当代华路光电技术有限公司,金银湖街道环湖中路与环湖一路当代电子硅谷7栋3单元,30.668766,114.221403,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉迪艾斯科技有限公司,环湖一路与环湖中路交叉口西180米,30.668632,114.221117,东西湖区,武汉市,湖北省,公司企业;公司;网络科技
中南安全环境技术研究院有限公司,金银湖环湖中路88号当代电子硅谷7一1栋,30.667955,114.220038,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
赛蔻健康管理(湖北)有限公司,马池路6号汀香水榭15-c4,30.651334,114.217481,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉阳安琦网络科技有限公司(装修中),环湖西路当代电子硅谷2号楼2单元501,30.669038,114.221545,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉中认科技有限公司,金银湖环湖路升华现代城C1-1701,30.655508,114.21528,东西湖区,武汉市,湖北省,公司企业;公司;公司
中南检测技术有限公司,亲湖路与马池西路交叉口西北280米,30.668033,114.219958,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉拓兆富建筑工程有限公司,金银湖环湖中路当代电子硅谷产业园三栋四楼,30.669187,114.221746,东西湖区,武汉市,湖北省,公司企业;公司;建筑公司
武汉杨露广告有限公司,亲湖路与马池西路交叉口西北280米,30.668036,114.219936,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖北粤创联合科技有限公司,金银湖街道环湖中路88号当代电子硅谷3栋,30.669387,114.222102,东西湖区,武汉市,湖北省,公司企业;公司;公司
德聚源(武汉)科技有限责任公司,金银湖环湖中路当代电子硅谷产业园3栋4楼,30.669261,114.221858,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
DAIHEN,环湖中路与环湖一路交叉口西100米,30.669352,114.22202,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉新城通信公司,环湖中路当代电子硅谷3栋3楼,30.669297,114.221892,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
武汉亿辉名妍实业有限公司,环湖一路与环湖中路交叉口西160米,30.669073,114.221357,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉金恒辉商贸有限公司,环湖一路与环湖中路交叉口西160米,30.669152,114.221324,东西湖区,武汉市,湖北省,公司企业;公司;商业贸易
湖北皮皮熊网络科技有限公司,当代电子硅谷2栋2单元4楼,30.669294,114.221547,东西湖区,武汉市,湖北省,公司企业;公司;公司
欧德森净化技术(武汉)有限公司,G347(环湖中路),30.669476,114.221804,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉麦朗医疗科技有限公司,金银湖环湖路环湖一路当代电子硅谷7栋6楼,30.668965,114.22057,东西湖区,武汉市,湖北省,公司企业;公司;公司
雪佛龙金富力,水印桃源南门东100米,30.665597,114.216829,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
武汉胤豪广告设计有限公司,常青花园五小区8栋一单元702室,30.648226,114.239384,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉雅泰传动系统有限公司,环湖中路158号金银湖电子产业园12栋3单元,30.66998,114.218778,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉奥泰工业器材有限公司,环湖中路158号金银湖电子科技产业园12栋3单元四楼,30.669963,114.218708,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉科印印刷有限公司,环湖中路88号当代电子硅谷科技园12-2栋,武汉科印,30.669365,114.217897,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
魅扬(湖北)科技有限公司,环湖中路88号金银湖电子产业园13栋3楼,30.670066,114.21881,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
武汉达译自动化工程有限公司,金银湖街环湖中路88号(当代硅谷)金银湖电子产业园12栋-1-3楼,30.669403,114.217772,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉市飞控自动化工程有限公司,金银湖当代电子硅谷科技园12栋二单元1号电梯3层,30.669637,114.218014,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉健康新天地科技有限公司(金银湖分公司),环湖中路88号金银湖电子产业园12-2栋6层,30.669878,114.218094,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉金江瀚电气测试设备有限公司,环湖中路77附近,30.670039,114.218088,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖北康友特科技有限公司,花园18村55栋,30.643976,114.235523,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉量子时代广告有限公司,环湖中路金银湖电子产业科技园13栋4楼,30.669724,114.21753,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
武汉华万发商贸有限公司,李家墩,30.671839,114.220914,东西湖区,武汉市,湖北省,公司企业;公司;商业贸易
格莱广告材料,环湖中路88号金银湖电子产业科技园13栋1楼,30.669652,114.217422,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉华电德力电气有限公司,环湖中路金银湖电子产业科技园,30.670168,114.21809,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
武汉微欧电力设备有限公司,环湖中路88号产业园12栋,30.670168,114.218087,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
武汉裕德茶叶有限公司,环湖中路88号硅谷电子产业园12-3栋2楼,30.670789,114.218784,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉联美广告有限公司,环湖中路88号金银湖电子产业园13栋4楼,30.670063,114.217746,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
武汉众和创新广告有限公司,环湖中路88号金银湖电子产业科技园13栋1层,30.670135,114.217789,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉豪鑫时代钢板租赁有限公司,李家墩路,30.672445,114.220993,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖北三强电力设备安装工程有限公司,环湖中路83号,30.671861,114.219633,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉常青家宴餐饮管理有限公司,康居三路与学府北路交叉口东南80米,30.643619,114.237142,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉天蓬府畜牧科技有限公司,环湖路70号黄金海岸浅水湾A04栋,30.659022,114.210306,东西湖区,武汉市,湖北省,公司企业;公司;公司
星月湾(武汉)科技有限公司,金银湖生态家园·黄金海岸浅水湾A-04栋13层房,30.658588,114.210244,东西湖区,武汉市,湖北省,公司企业;公司;公司
微笑汽车出行有限公司,常青城地铁站PR停车场2号门,30.657782,114.249166,东西湖区,武汉市,湖北省,公司企业;公司;公司
乐游旅游,康居三路常青花园-二十五村,30.643117,114.237852,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖南天辰建设有限责任公司湖北分公司,学府北路与金银潭小路交叉口南120米,30.646091,114.243234,东西湖区,武汉市,湖北省,公司企业;公司;公司
焕新家装饰,康居三路84号,30.642823,114.238275,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰|购物服务;购物相关场所;购物相关场所
吾同设计,万科高尔夫熙岸10栋5F,30.651319,114.211099,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰
金苑物业,常青花园(常青花园地铁站A1口步行410米),30.643454,114.240194,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
合家换新装饰,学府北路一街与康居三路一巷交叉口西60米,30.641357,114.236434,东西湖区,武汉市,湖北省,公司企业;公司;公司
常青鲨鱼公司,恒大常青花园六小区西北门西南240米,30.64684,114.246056,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉柒柒果果直播电商基地,常青花园24村,30.641405,114.238128,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
武汉市威珈常青体育健身管理有限公司,公园环路与康居五路交叉口西南140米,30.642914,114.241754,东西湖区,武汉市,湖北省,公司企业;公司;公司
鼓宇空间,常青花园六小区西南门益丰大药房旁边,30.646321,114.246198,东西湖区,武汉市,湖北省,公司企业;公司;公司
风之王装饰工程有限公司,常青花园二十三村西南3门西50米,30.640296,114.236479,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰
武汉苏商时代服饰有限公司,16栋1602室,30.647853,114.248184,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖北中科慧源锂电技术有限公司,金山大道金银湖国际高尔夫球场会员小区内,30.639853,114.223743,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖北亿智中科新能源有限公司,金山大道金银湖国际高尔夫球会,30.639663,114.224518,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉市惠选叉车吊车起重服务部,姑李路与银花街交叉口北60米,30.649076,114.249533,东西湖区,武汉市,湖北省,公司企业;公司;公司
璐胜装饰,环湖路武汉奥林匹克花园,30.670171,114.211319,东西湖区,武汉市,湖北省,公司企业;公司;公司
大医今方健康管理有限公司,环湖路武汉奥林匹克花园,30.670342,114.211319,东西湖区,武汉市,湖北省,公司企业;公司;公司
中牛建设有限公司2020年将军路老旧小区改造项目部,康居六路与姑李路交叉口东北200米,30.650478,114.250706,东西湖区,武汉市,湖北省,公司企业;公司;公司
慧通三金装饰,银花街与S19机场二高速交叉口北50米,30.64869,114.249713,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖北荷田宴餐饮管理有限公司,将军路街办事处车场南路7号壹站城C3-1层,30.658151,114.253041,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉兴双怡物业管理有限公司,银花街将军花园-A区,30.65057,114.251398,东西湖区,武汉市,湖北省,公司企业;公司;公司
易鸿培正集团,常青花园中央商业街1号楼11楼,30.639681,114.238984,东西湖区,武汉市,湖北省,公司企业;公司;公司
东先锋广告有限责任公司,学府南路126号六楼,30.638467,114.23455,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉精确市政维修有限公司,将军一路将军新村-3期,30.652651,114.252442,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉掌柜云科技有限公司,金山大道特8号,30.644092,114.212639,东西湖区,武汉市,湖北省,公司企业;公司;公司
东风广告,常青花园综合楼六楼(工商所对面),30.638395,114.234623,东西湖区,武汉市,湖北省,公司企业;公司;公司|生活服务;生活服务场所;生活服务场所
武汉盈信通科技有限公司,金山大道万科高尔夫7403栋2单元9B,30.644238,114.212434,东西湖区,武汉市,湖北省,公司企业;公司;公司
天成贵龙公司,常青花园新区街道武商量贩写字楼九层,30.639532,114.239014,东西湖区,武汉市,湖北省,公司企业;公司;公司
将军花园物业管理分公司,银花街将军花园-A区,30.650357,114.251605,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉万氏文杰起重吊装有限公司,姑李路与银花街交叉口东南80米,30.647969,114.250243,东西湖区,武汉市,湖北省,公司企业;公司;公司
金色年华生态农业,将军一路与银花街交叉口西南100米,30.650901,114.251948,东西湖区,武汉市,湖北省,公司企业;公司;公司
长江建投集团(武汉)地产开发有限公司,湖北省武汉市东西湖区常青花园中路常青花园八区1号楼11楼,30.639495,114.239126,东西湖区,武汉市,湖北省,公司企业;公司;公司
富美居装饰,将军一路农业银行正对面,30.651833,114.252436,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰|购物服务;家居建材市场;建材五金市场|生活服务;生活服务场所;生活服务场所
武汉中咨路桥设计研究院有限公司,常青北路240-1号武汉中咨大厦,30.637769,114.230999,东西湖区,武汉市,湖北省,科教文化服务;科研机构;科研机构|公司企业;公司;公司
浚涛游泳培训有限公司(常青店),公园环路2号武商超市常青花园店F1层,30.639355,114.2391,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉品瑞尔广告装饰工程有限公司,银花街67号,30.649675,114.251555,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰
武汉风帆集团股份公司,常青花园8区1栋8楼,30.639368,114.23931,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉新世界康居发展有限公司(常青花园中路),常青花园8号小区1号楼10层,30.639311,114.239283,东西湖区,武汉市,湖北省,公司企业;公司;公司
汉正街控股集团公司(常青花园中路),常青花园8号小区1号楼10楼12室武汉新世界康居发展有限公司,30.639331,114.239353,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉京永鑫包装有限公司,将军路街道将军路1号武汉京永鑫包装有限公司,30.647368,114.25069,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉楚驰实业开发有限公司,常青北路240武汉中咨大厦F2层,30.636935,114.23107,东西湖区,武汉市,湖北省,公司企业;公司;公司
金汉建设集团春风十里小学项目部,常青花园学府北路(常青花园地铁站E口步行490米),30.64375,114.247956,东西湖区,武汉市,湖北省,公司企业;公司企业;公司企业
恒大集团,新世界·常青1/2中心西北门西60米,30.639334,114.241294,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖北公路客运集团股份有限公司,常青北路240号附2号,30.636986,114.231054,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉东啤集团物业管理有限公司,将军新村北门西80米,30.651945,114.253577,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉凯发建设工程有限公司,姑李路175号,30.646099,114.25059,东西湖区,武汉市,湖北省,公司企业;公司;建筑公司
壮越行广告,将军新村将军2路19号附8号,30.654782,114.254752,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰|生活服务;生活服务场所;生活服务场所
瑞徳生物有限公司,将军路特一号,30.645719,114.25035,东西湖区,武汉市,湖北省,公司企业;公司;公司
昆仑天威,姑李路与将军路交叉口东南120米,30.646012,114.250763,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉新基建科技有限公司,姑李路特1号,30.645942,114.250602,东西湖区,武汉市,湖北省,公司企业;公司;公司
创艺美家,平安巷与内环路交叉口东80米,30.637854,114.238949,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰
欧柏灵音乐艺术,金山大道万科高尔夫一期302栋7单元7楼A室,30.641941,114.212563,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉雄航义信起重叉车吊车出租,宏图大道,30.648083,114.252325,东西湖区,武汉市,湖北省,公司企业;公司;公司
雄航义信起重吊装,将军路37号,30.648038,114.252359,东西湖区,武汉市,湖北省,公司企业;公司;公司
纵邦图文,将军一路151号,30.650113,114.253603,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰|生活服务;生活服务场所;生活服务场所
宝业建设,将军路街道姑李路159号,30.645501,114.251036,东西湖区,武汉市,湖北省,公司企业;公司;公司
深圳市罗臣建筑防护技术发展有限公司武汉分公司(居修客),将军花园以南将军一路以西融泰·嘉境1栋1层8室,30.649662,114.253873,东西湖区,武汉市,湖北省,公司企业;公司;公司
湖北博浩百联建设工程有限公司当代春风十里项目部,姑李路与银杏街交叉口西北140米,30.645298,114.251318,东西湖区,武汉市,湖北省,公司企业;公司;公司
中交·泓园营销中心,金南二路25号中交·泓园,30.63821,114.217303,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉将军路红色物业管理有限责任公司四期项目服务部,将军二路将军新村4期,30.654389,114.25609,东西湖区,武汉市,湖北省,公司企业;公司;公司
常博建设集团,常青花园中路常青一号销售部旁,30.645344,114.251988,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉中原电梯技术工程有限公司,将军路60将军公寓A栋3单元501室,30.648451,114.254229,东西湖区,武汉市,湖北省,公司企业;公司;公司
武汉瀛税通合数字科技有限公司,将军路街将军新村还建房四期10-1203,30.653547,114.256362,东西湖区,武汉市,湖北省,公司企业;公司;公司
轻工大文创轩,轻工大学常青校区风华路,30.636055,114.238018,东西湖区,武汉市,湖北省,公司企业;公司;广告装饰
武汉纳川印务纸袋厂,将军路街姑李路公交站点(中百仓储将军路店旁),30.646245,114.253087,东西湖区,武汉市,湖北省,公司企业;公司;冶金化工
武汉满洪流科技有限公司,常青花园十四小区33栋一单元602室,30.638732,114.244691,东西湖区,武汉市,湖北省,公司企业;公司;公司
