店铺名称,店铺具体地址,店铺具体坐标.纬度,店铺具体坐标.经度,店铺所在地区,店铺所在城市,店铺所在省份,店铺类别
恋湖家园5期,环湖路辅路与马池中路交叉口西120米,30.653352,114.213177,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
金苑小区12区,学府北路与康居四路交叉口西南160米,30.64511,114.237983,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
将军梧桐树下工薪小区,将军路将军花园对面,30.652788,114.245971,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
银湖·水印桃源,环湖路65号,30.66712,114.21489,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
宫廷楼,康居六路西北30米,30.649344,114.247971,东西湖区,武汉市,湖北省,商务住宅;楼宇;商务写字楼
愿景城,将军路街办事处,30.657184,114.247487,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
恋湖家园1组团,金山大道环湖路8号,30.656373,114.211704,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
东苑别墅,金山大道金银湖国际高尔夫俱乐部东苑,30.643476,114.223618,东西湖区,武汉市,湖北省,商务住宅;住宅区;别墅
恋湖家园,金山大道环湖路8号,30.655233,114.211571,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
恋湖家园三期,环湖路辅路与马池中路交叉口西240米,30.653552,114.212009,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
凯旋名居,金银潭大道将军一路,30.653903,114.247741,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
万科高尔夫熙岸,环湖路81西南方向160米,30.651584,114.212269,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
恋湖家园·滨湖6期,金银湖旁,30.656786,114.21052,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园第二社区,香樟三路与香樟三路二街交叉口南20米,30.642071,114.233161,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
武汉市常青花园第二社区服务站,香樟三路50号(轻工大学地铁站D口步行300米),30.642071,114.233161,东西湖区,武汉市,湖北省,商务住宅;住宅区;社区中心|政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
当代华侨城·东岸(建设中),汉口道6号,30.670511,114.21576,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
伊甸园,姑李路208号,30.650149,114.249116,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
顺驰·泊林,环湖路8号,30.666422,114.209942,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
地铁时代·常青城C区,车场南路8号(常青城地铁站B口步行490米),30.659583,114.251769,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
青青佳园,将军一路与金银潭大道交汇处,30.652486,114.25072,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园九村北村,香樟二路15号(轻工大学地铁站A口步行180米),30.639384,114.231892,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园(香樟一路一街),常青北路(常青花园地铁站A2口步行360米),30.641005,114.239659,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
西苑别墅,金山大道北150米(园博园北地铁站K口步行450米),30.641058,114.219304,东西湖区,武汉市,湖北省,商务住宅;住宅区;别墅
颐和家园,常青城地铁站B口步行280米,30.656749,114.252318,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
荣昌花园,姑李路将军花园门口荣昌花园4栋2号门面,30.649246,114.249732,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
地铁时代·常青城B区,车场南路与将军二路交叉口北260米,30.660189,114.252518,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
万科高尔夫城市花园4期,汉口金山大道特8号万科高尔夫花园,30.64543,114.212233,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园九村南村,香樟二路13号(轻工大学地铁站A口步行260米),30.638486,114.231705,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园九村,香樟二路与常青花园中路交叉口西南180米,30.638463,114.232093,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军花园A区,姑李路196号,30.649799,114.250852,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军花园C区,将军一路与银花街交叉口西100米,30.651513,114.251748,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军花园,八百工棚将军路51号,30.650658,114.251364,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园十村,常青花园新区街道管理委员会常青花园香樟二路10号,30.638301,114.233423,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
武商量贩写字楼,公园环路与常青花园中路交叉口东北80米,30.639532,114.239014,东西湖区,武汉市,湖北省,商务住宅;楼宇;商务写字楼
将军新村五期,将军二路与金银潭大道交叉口西100米,30.655899,114.253421,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园写字楼,常青花园中路与公园环路交叉口东北100米,30.63948,114.239129,东西湖区,武汉市,湖北省,商务住宅;楼宇;商务写字楼
万科高尔夫城市花园,金山大道187号,30.643782,114.212499,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
武汉奥林匹克花园,环湖中路18号,30.671875,114.211201,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园小七村(香樟二路),香樟二路5号(轻工大学地铁站A口步行320米),30.637498,114.232457,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
将军花园B区,将军一路与银花街交叉口西南80米,30.65072,114.252473,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
武汉中咨大厦,常青北路240-1号,30.637368,114.231168,东西湖区,武汉市,湖北省,商务住宅;楼宇;商务写字楼
长青壹号北区,中环东路与常青花园中路交叉口西120米,30.643299,114.24682,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园七村北村,S18机场高速出口与金山大道交叉口东北140米,30.637358,114.231989,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军新村二期,银花街与将军一路交叉口东北180米,30.652743,114.253975,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军新村三期,将军一路将军,30.653926,114.253539,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军新村,将军路,30.65407,114.254251,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军路商业公司住宅院,将军路3附7号附近,30.647668,114.251378,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
新世界·常青1/2中心,常青花园8号B区(常青花园地铁站B1口步行230米),30.639454,114.241821,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
地铁时代·常青城,金银潭大道车场南路9号,30.659853,114.254811,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
新世界·常青1/2中心,常青花园8号B区,30.638733,114.240269,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅区
鹏海家园,将军路银花街46号,30.649234,114.252511,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
当代春风十里小区,常青花园中路与中环东路交叉口东北220米,30.644802,114.249519,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
百步亭长青壹号,常青花园十一小区东门,30.642626,114.247214,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园八村,香樟二路2号(轻工大学地铁站A口步行420米),30.636857,114.233896,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园七村,香樟二路5号,30.636409,114.232473,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园骏岭,常青花园7村,30.636264,114.231767,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
融泰·嘉境,银花街48号,30.649819,114.253561,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园十四区,公园南路3号(常青花园地铁站B1口步行290米),30.638902,114.242709,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园七村南村,香樟二路与康居二路交叉口西北80米,30.63614,114.233194,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将花社区,将军路55号,30.648653,114.253399,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军新村一期,银花街与将军一路交叉口东180米,30.651777,114.254858,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
金汇阁,万科高尔夫城市花园,30.643128,114.210115,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
长青壹号南区,学府东路与常青花园中路交叉口南120米,30.641919,114.247786,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
福园,姑李路152号,30.646878,114.252428,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
恺德信达樾景臺(建设中),金南一路7号(园博园北地铁站D口步行180米),30.636482,114.221519,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
武汉轻工大学常青校区常青公寓,公园南路8号(常青花园地铁站D口步行190米),30.640558,114.246569,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军小区,将军路52号,30.647984,114.25354,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
万科高尔夫城市花园2期,金山大道特8号,30.640917,114.212129,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将花社区-市政楼,将军路55号将花社区,30.648901,114.254151,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
金银湖1号院,环湖路环湖三路,30.671131,114.206784,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅区
将军新村四期,银花街与将军二路交叉口北200米,30.654815,114.256598,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军公寓,将军路146号附2号,30.648312,114.254292,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
联通大厦,联通路9号,30.648068,114.205091,东西湖区,武汉市,湖北省,商务住宅;楼宇;商务写字楼
新城俊园,东西湖将军路街姑李路公交站点(中百仓储将军路店旁),30.646295,114.253099,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
武汉老干部办公楼,将军路,30.649256,114.254884,东西湖区,武汉市,湖北省,商务住宅;楼宇;商务写字楼
中交·泓园,金南二路25号(园博园北地铁站B口步行470米),30.638182,114.21694,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园五村,快捷快递(香樟一路三街),30.634929,114.235061,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
地铁时代·常青城D区,车场南路与金银潭大道交叉口西北260米,30.660066,114.25762,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
金银潭工业区,将军二路,30.651605,114.256668,东西湖区,武汉市,湖北省,商务住宅;产业园区;产业园区
龙竹苑,将军一路银杏街,30.647271,114.254691,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园六村,东西湖康居二路6号(常青第一学校旁),30.634305,114.232893,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
华星·晨龙城A区,银杏街105号,30.645725,114.253998,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
养殖西村,将军二路与将军路交叉口西北140米,30.651068,114.256847,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
梅花园,学府南路与香樟一路三街交叉口东160米,30.6349,114.238089,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
碧云天,环湖三路与环湖四路之间,30.673641,114.20699,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
将军家苑,将军路198号,30.648784,114.256141,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
龙薇苑,银杏街晨龙城A区,30.644653,114.253848,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
银湖翡翠3期,金南二路与马城西路交叉口西320米,30.637467,114.213675,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅区
盒马邻里东西湖区蓝山苑自提店,金南一路5-23号(园博园北地铁站E口步行130米),30.633955,114.223245,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
中部慧谷,环湖路辅路与环湖四路交叉口西160米,30.669702,114.203584,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
武汉大筑工业园,将军四路,30.657181,114.258786,东西湖区,武汉市,湖北省,商务住宅;产业园区;产业园区
金银湖生态园区,环湖路辅路与环湖五路交叉口东南140米,30.668938,114.203085,东西湖区,武汉市,湖北省,商务住宅;产业园区;产业园区
卧龙·丽景湾香山苑,金南一路卧龙丽景湾(园博园北地铁站E口步行490米),30.634276,114.221285,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
卧龙·丽景湾(马城西路),金南一路5号(园博园北地铁站E口步行410米),30.635639,114.219267,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
华星·晨龙城南苑,新华下路姑李路,30.644993,114.254844,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
常青花园四村,东西湖香樟一路22号(常青阳光幼儿园旁),30.633586,114.236411,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
卧龙·丽景湾名著,马城西路与金南二路交叉口东南280米,30.634592,114.219037,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
卧龙·丽景湾名著苑,金南二路与马城西路交叉口东南200米,30.634872,114.218085,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
银湖翡翠倚湖轩,金山大道南100米,30.637319,114.213077,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园十小区,公园南路6号,30.638911,114.249085,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园二十七村西区,学府南路38号,30.633705,114.238168,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
华星·晨龙城,新华下路姑李路88号,30.644809,114.2551,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
财富兴园·中部慧谷,金银湖生态园环湖路9号,30.67451,114.202009,东西湖区,武汉市,湖北省,商务住宅;楼宇;商住两用楼宇
财富兴园·中部慧谷1期A区,环湖路,30.671245,114.203496,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
翠林居,将军一路38号,30.6474,114.256878,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
银湖翡翠揽湖轩,金山大道88号,30.635365,114.215675,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园二十七村,香樟三路27号(机场路旁),30.633913,114.240036,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
中国航天三江集团人才公寓,金银湖路与联通路交叉口东南120米,30.645422,114.203303,东西湖区,武汉市,湖北省,商务住宅;商务住宅相关;商务住宅相关
常青花园二十七村东区,康居一路16号,30.634078,114.240955,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
东方马城,金南一路1号,30.632219,114.228455,东西湖区,武汉市,湖北省,体育休闲服务;运动场馆;赛马场|商务住宅;住宅区;住宅小区
银湖翡翠,金山大道178号,30.635545,114.214568,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅区
卧龙原墅,金银湖金南一路特1号,30.633311,114.220361,东西湖区,武汉市,湖北省,商务住宅;住宅区;别墅
华星融城,姑李路88号,30.64333,114.254862,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
华星·晨龙城C区,姑李路88号,30.643551,114.25504,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
银湖翡翠尚院,金山大道,30.6361,114.213128,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
常青花园三村,香樟一路37号,30.632469,114.234883,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
欧亚广场写字楼,金山大道185号,30.640099,114.207095,东西湖区,武汉市,湖北省,商务住宅;楼宇;商务写字楼
常青花园十小区东区,学府东路2号,30.639321,114.251321,东西湖区,武汉市,湖北省,商务住宅;住宅区;住宅小区
